"","r1","r10","r2","r3","r4","r5","r6","r7","r8","r9","s1","s2","s3","s4","s5","s6","cluster"
"527",11,0,0,0,0,0,0,0,0,0,37,1,31,0,0,0,1
"528",7,0,0,0,0,0,0,0,0,0,42,2,38,1,0,0,1
"529",16,0,0,0,0,0,0,0,0,0,35,3,33,3,1,0,1
"53",12,0,0,0,0,0,0,0,0,0,36,1,34,1,1,1,1
"530",5,0,0,0,0,0,0,0,0,0,39,2,34,1,1,1,1
"531",10,0,0,0,0,0,0,0,0,0,31,2,25,1,1,0,1
"532",13,0,0,0,0,0,0,0,0,0,42,2,36,2,1,1,1
"533",12,0,0,0,0,0,0,0,0,0,34,1,32,1,0,0,1
"534",11,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0,1
"535",14,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0,1
"536",4,0,0,0,0,0,0,0,0,0,41,4,39,3,2,2,1
"537",12,0,0,0,0,0,0,0,0,0,51,5,45,2,2,2,1
"538",16,0,0,0,0,0,0,0,0,0,33,1,29,1,1,1,1
"539",10,0,0,0,0,0,0,0,0,0,33,1,30,1,0,0,1
"54",15,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,1
"540",9,0,0,0,0,0,0,0,0,0,30,2,29,2,2,2,1
"541",10,0,0,0,0,0,0,0,0,0,42,1,34,1,0,0,1
"542",5,0,0,0,0,0,0,0,0,0,41,3,38,3,2,2,1
"543",10,0,0,0,0,0,0,0,0,0,40,4,35,3,1,1,1
"544",6,0,0,0,0,0,0,0,0,0,45,2,41,1,0,0,1
"545",13,0,0,0,0,0,0,0,0,0,34,3,31,2,1,1,1
"546",13,0,0,0,0,0,0,0,0,0,39,4,37,1,1,1,1
"547",11,0,0,0,0,0,0,0,0,0,40,2,36,2,1,1,1
"548",14,0,0,0,0,0,0,0,0,0,44,2,40,2,0,0,1
"549",10,0,0,0,0,0,0,0,0,0,28,2,27,2,2,1,1
"55",11,0,0,0,0,0,0,0,0,0,29,0,28,0,0,0,1
"550",4,0,0,0,0,0,0,0,0,0,31,1,25,1,1,1,1
"551",11,0,0,0,0,0,0,0,0,0,37,4,33,1,1,1,1
"552",7,0,0,0,0,0,0,0,0,0,27,3,23,1,0,0,1
"553",9,0,0,0,0,0,0,0,0,0,33,3,30,2,1,1,1
"554",8,0,0,0,0,0,0,0,0,0,37,2,31,2,2,2,1
"555",8,0,0,0,0,0,0,0,0,0,45,5,40,5,5,5,1
"556",4,0,0,0,0,0,0,0,0,0,39,1,34,0,0,0,1
"557",6,0,0,0,0,0,0,0,0,0,24,2,24,1,0,0,1
"558",12,0,0,0,0,0,0,0,0,0,38,0,35,0,0,0,1
"559",11,0,0,0,0,0,0,0,0,0,36,0,31,0,0,0,1
"56",7,0,0,0,0,0,0,0,0,0,34,2,30,1,1,1,1
"560",4,0,0,0,0,0,0,0,0,0,47,0,42,0,0,0,1
"561",11,0,0,0,0,0,0,0,0,0,35,3,32,2,1,1,1
"562",8,0,0,0,0,0,0,0,0,0,48,6,44,5,3,2,1
"563",8,0,0,0,0,0,0,0,0,0,39,4,34,3,0,0,1
"564",9,0,0,0,0,0,0,0,0,0,45,2,38,1,1,1,1
"565",11,0,0,0,0,0,0,0,0,0,46,4,38,3,0,0,1
"566",7,0,0,0,0,0,0,0,0,0,44,2,36,1,0,0,1
"567",13,0,0,0,0,0,0,0,0,0,34,2,31,1,1,1,1
"568",11,0,0,0,0,0,0,0,0,0,35,0,28,0,0,0,1
"569",11,0,0,0,0,0,0,0,0,0,26,2,23,2,1,1,1
"57",10,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0,1
"570",9,0,0,0,0,0,0,0,0,0,43,4,39,2,1,1,1
"571",5,0,0,0,0,0,0,0,0,0,39,2,33,2,2,1,1
"572",10,0,0,0,0,0,0,0,0,0,31,3,28,2,2,2,1
"573",5,0,0,0,0,0,0,0,0,0,38,4,35,3,1,1,1
"574",12,0,0,0,0,0,0,0,0,0,35,1,34,0,0,0,1
"575",13,0,0,0,0,0,0,0,0,0,45,3,41,3,2,2,1
"576",5,0,0,0,0,0,0,0,0,0,45,1,41,1,1,1,1
"577",10,0,0,0,0,0,0,0,0,0,34,2,34,0,0,0,1
"578",12,0,0,0,0,0,0,0,0,0,26,2,25,2,2,2,1
"579",10,0,0,0,0,0,0,0,0,0,37,4,32,2,2,2,26
"58",15,0,0,0,0,0,0,0,0,0,36,1,30,1,0,0,1
"580",10,0,0,0,0,0,0,0,0,0,36,1,31,1,1,1,1
"581",8,0,0,0,0,0,0,0,0,0,39,3,36,2,2,2,1
"582",12,0,0,0,0,0,0,0,0,0,33,2,32,2,1,1,1
"583",15,0,0,0,0,0,0,0,0,0,48,3,42,3,1,1,1
"584",7,0,0,0,0,0,0,0,0,0,42,4,41,2,1,1,1
"585",8,0,0,0,0,0,0,0,0,0,35,4,30,4,3,3,1
"586",5,0,0,0,0,0,0,0,0,0,37,2,31,2,2,1,1
"587",10,0,0,0,0,0,0,0,0,0,44,2,38,0,0,0,1
"588",12,0,0,0,0,0,0,0,0,0,50,6,42,3,1,1,1
"589",4,0,0,0,0,0,0,0,0,0,33,2,29,2,1,1,1
"59",12,0,0,0,0,0,0,0,0,0,39,0,32,0,0,0,1
"590",9,0,0,0,0,0,0,0,0,0,42,4,39,3,2,2,1
"591",11,0,0,0,0,0,0,0,0,0,34,2,29,2,2,1,1
"592",8,0,0,0,0,0,0,0,0,0,28,2,26,1,1,0,1
"593",10,0,0,0,0,0,0,0,0,0,44,2,39,2,2,2,1
"594",12,0,0,0,0,0,0,0,0,0,36,4,34,3,1,1,1
"595",10,0,0,0,0,0,0,0,0,0,29,2,26,1,0,0,1
"596",9,0,0,0,0,0,0,0,0,0,36,1,34,1,1,1,1
"597",13,0,0,0,0,0,0,0,0,0,53,2,48,1,1,1,1
"598",7,0,0,0,0,0,0,0,0,0,36,1,34,1,0,0,1
"599",8,0,0,0,0,0,0,0,0,0,43,3,40,2,1,1,1
"6",8,0,0,0,0,0,0,0,0,0,38,0,31,0,0,0,1
"60",7,0,0,0,0,0,0,0,0,0,38,2,36,2,1,1,1
"600",13,0,0,0,0,0,0,0,0,0,42,3,36,2,1,1,1
"601",14,0,0,0,0,0,0,0,0,0,35,2,29,1,0,0,1
"602",13,0,0,0,0,0,0,0,0,0,45,5,37,4,2,1,1
"603",5,0,0,0,0,0,0,0,0,0,33,3,29,3,1,0,1
"604",8,0,0,0,0,0,0,0,0,0,43,2,37,2,1,1,1
"605",9,0,0,0,0,0,0,0,0,0,40,2,34,2,1,1,1
"606",9,0,0,0,0,0,0,0,0,0,39,2,34,2,0,0,1
"607",7,0,0,0,0,0,0,0,0,0,35,7,33,1,1,1,1
"608",7,0,0,0,0,0,0,0,0,0,41,4,37,3,2,1,1
"609",9,0,0,0,0,0,0,0,0,0,46,1,41,0,0,0,1
"61",11,0,0,0,0,0,0,0,0,0,27,0,26,0,0,0,1
"610",9,0,0,0,0,0,0,0,0,0,34,4,27,3,1,0,1
"611",8,0,0,0,0,0,0,0,0,0,44,1,39,1,0,0,1
"612",10,0,0,0,0,0,0,0,0,0,33,1,30,1,0,0,1
"613",9,0,0,0,0,0,0,0,0,0,38,0,34,0,0,0,1
"614",14,0,0,0,0,0,0,0,0,0,42,0,36,0,0,0,1
"615",10,0,0,0,0,0,0,0,0,0,45,3,35,2,1,1,1
"616",11,0,0,0,0,0,0,0,0,0,42,3,39,3,0,0,1
"617",10,0,0,0,0,0,0,0,0,0,35,6,31,5,3,3,1
"618",9,0,0,0,0,0,0,0,0,0,37,0,32,0,0,0,1
"619",12,0,0,0,0,0,0,0,0,0,29,0,22,0,0,0,1
"62",8,0,0,0,0,0,0,0,0,0,24,2,21,1,0,0,1
"620",10,0,0,0,0,0,0,0,0,0,40,3,33,3,1,1,1
"621",15,0,0,0,0,0,0,0,0,0,46,2,43,2,1,1,1
"622",9,0,0,0,0,0,0,0,0,0,34,3,25,2,1,0,1
"623",5,0,0,0,0,0,0,0,0,0,47,3,43,1,0,0,1
"624",4,0,0,0,0,0,0,0,0,0,44,2,37,2,2,2,1
"625",11,0,0,0,0,0,0,0,0,0,30,1,24,1,0,0,1
"626",7,0,0,0,0,0,0,0,0,0,37,1,32,1,0,0,1
"627",13,0,0,0,0,0,0,0,0,0,31,5,30,4,3,3,1
"628",7,0,0,0,0,0,0,0,0,0,49,4,44,3,3,3,1
"629",9,0,0,0,0,0,0,0,0,0,42,4,37,3,3,3,1
"63",15,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0,1
"630",5,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0,1
"631",11,0,0,0,0,0,0,0,0,0,38,2,34,1,0,0,1
"632",11,0,0,0,0,0,0,0,0,0,37,1,33,0,0,0,1
"633",7,0,0,0,0,0,0,0,0,0,36,3,33,3,2,1,1
"634",8,0,0,0,0,0,0,0,0,0,31,2,28,1,1,1,1
"635",7,0,0,0,0,0,0,0,0,0,37,2,33,1,0,0,1
"636",5,0,0,0,0,0,0,0,0,0,42,4,38,1,0,0,1
"637",10,0,0,0,0,0,0,0,0,0,41,3,39,2,2,1,1
"638",11,0,0,0,0,0,0,0,0,0,36,2,27,1,1,1,1
"639",6,0,0,0,0,0,0,0,0,0,33,5,29,3,0,0,1
"64",10,0,0,0,0,0,0,0,0,0,36,1,31,0,0,0,1
"640",8,0,0,0,0,0,0,0,0,0,27,2,25,2,0,0,1
"641",8,0,0,0,0,0,0,0,0,0,43,2,35,1,1,1,1
"642",11,0,0,0,0,0,0,0,0,0,41,5,34,4,2,2,1
"643",8,0,0,0,0,0,0,0,0,0,40,1,36,1,0,0,1
"644",9,0,0,0,0,0,0,0,0,0,49,6,49,6,4,4,1
"645",10,0,0,0,0,0,0,0,0,0,35,3,28,3,0,0,1
"646",8,0,0,0,0,0,0,0,0,0,29,1,22,1,0,0,1
"647",13,0,0,0,0,0,0,0,0,0,30,3,25,1,0,0,1
"648",8,0,0,0,0,0,0,0,0,0,32,2,29,2,1,1,1
"649",13,0,0,0,0,0,0,0,0,0,49,6,45,5,2,2,1
"65",13,0,0,0,0,0,0,0,0,0,27,1,25,0,0,0,1
"650",1,0,0,0,0,0,0,0,0,0,35,5,33,5,4,3,1
"651",9,0,0,0,0,0,0,0,0,0,22,1,19,1,0,0,1
"652",10,0,0,0,0,0,0,0,0,0,27,4,24,3,1,1,1
"653",14,0,0,0,0,0,0,0,0,0,42,5,38,2,1,1,1
"654",8,0,0,0,0,0,0,0,0,0,45,0,32,0,0,0,1
"655",9,0,0,0,0,0,0,0,0,0,26,1,23,1,0,0,1
"656",14,0,0,0,0,0,0,0,0,0,33,5,32,4,1,1,4
"657",7,0,0,0,0,0,0,0,0,0,38,3,32,3,1,1,1
"658",10,0,0,0,0,0,0,0,0,0,31,2,28,2,1,0,10
"659",9,0,0,0,0,0,0,0,0,0,31,4,29,2,2,1,1
"66",8,0,0,0,0,0,0,0,0,0,38,0,34,0,0,0,1
"660",9,0,0,0,0,0,0,0,0,0,34,4,31,2,2,2,1
"661",2,0,0,0,0,0,0,0,0,0,30,2,27,2,2,2,1
"662",13,0,0,0,0,0,0,0,0,0,30,4,27,3,0,0,1
"663",9,0,0,0,0,0,0,0,0,0,31,0,28,0,0,0,1
"664",5,0,0,0,0,0,0,0,0,0,36,2,31,1,1,1,1
"665",9,0,0,0,0,0,0,0,0,0,46,3,38,2,1,1,1
"666",8,0,0,0,0,0,0,0,0,0,35,5,32,4,2,1,1
"667",9,0,0,0,0,0,0,0,0,0,50,2,46,2,0,0,1
"668",7,0,0,0,0,0,0,0,0,0,46,0,41,0,0,0,1
"669",14,0,0,0,0,0,0,0,0,0,37,6,33,5,4,4,1
"67",17,0,0,0,0,0,0,0,0,0,30,1,26,1,0,0,1
"670",10,0,0,0,0,0,0,0,0,0,31,1,30,1,0,0,1
"671",17,0,0,0,0,0,0,0,0,0,35,4,32,4,2,2,1
"672",6,0,0,0,0,0,0,0,0,0,38,4,32,4,2,2,1
"673",9,0,0,0,0,0,0,0,0,0,46,3,43,2,0,0,1
"674",9,0,0,0,0,0,0,0,0,0,31,1,27,1,0,0,1
"675",9,0,0,0,0,0,0,0,0,0,34,2,27,1,0,0,1
"676",10,0,0,0,0,0,0,0,0,0,33,2,31,2,0,0,1
"677",5,0,0,0,0,0,0,0,0,0,31,3,27,3,3,3,1
"678",7,0,0,0,0,0,0,0,0,0,43,1,36,0,0,0,1
"679",10,0,0,0,0,0,0,0,0,0,25,2,24,1,0,0,1
"68",13,0,0,0,0,0,0,0,0,0,39,3,36,2,0,0,1
"680",9,0,0,0,0,0,0,0,0,0,36,2,33,2,1,1,1
"681",8,0,0,0,0,0,0,0,0,0,27,1,22,0,0,0,1
"682",9,0,0,0,0,0,0,0,0,0,32,6,30,6,4,4,1
"683",9,0,0,0,0,0,0,0,0,0,49,4,45,3,1,1,1
"684",9,0,0,0,0,0,0,0,0,0,26,2,26,0,0,0,1
"685",6,0,0,0,0,0,0,0,0,0,46,4,40,2,0,0,1
"686",9,0,0,0,0,0,0,0,0,0,24,2,21,2,0,0,1
"687",5,0,0,0,0,0,0,0,0,0,30,5,28,4,3,3,1
"688",13,0,0,0,0,0,0,0,0,0,40,0,34,0,0,0,1
"689",10,0,0,0,0,0,0,0,0,0,22,2,19,1,1,1,1
"69",3,0,0,0,0,0,0,0,0,0,30,1,26,1,1,1,1
"690",8,0,0,0,0,0,0,0,0,0,38,3,29,3,1,0,1
"691",6,0,0,0,0,0,0,0,0,0,38,1,31,0,0,0,1
"692",11,0,0,0,0,0,0,0,0,0,29,2,25,0,0,0,1
"693",8,0,0,0,0,0,0,0,0,0,30,6,28,5,2,2,1
"694",11,0,0,0,0,0,0,0,0,0,35,3,34,3,1,1,1
"695",6,0,0,0,0,0,0,0,0,0,42,0,35,0,0,0,1
"696",7,0,0,0,0,0,0,0,0,0,27,0,20,0,0,0,1
"697",4,0,0,0,0,0,0,0,0,0,37,6,32,4,0,0,1
"698",9,0,0,0,0,0,0,0,0,0,38,1,33,1,0,0,1
"699",9,0,0,0,0,0,0,0,0,0,36,1,28,0,0,0,1
"7",12,0,0,0,0,0,0,0,0,0,50,2,43,1,1,1,1
"70",7,0,0,0,0,0,0,0,0,0,30,1,26,1,1,0,1
"700",8,0,0,0,0,0,0,0,0,0,36,0,31,0,0,0,1
"701",10,0,0,0,0,0,0,0,0,0,41,2,37,0,0,0,1
"702",10,0,0,0,0,0,0,0,0,0,37,2,32,1,0,0,1
"703",6,0,0,0,0,0,0,0,0,0,34,3,32,1,1,1,1
"704",7,0,0,0,0,0,0,0,0,0,34,1,31,0,0,0,1
"705",15,0,0,0,0,0,0,0,0,0,43,2,37,1,0,0,1
"706",15,0,0,0,0,0,0,0,0,0,42,4,37,4,4,4,1
"707",10,0,0,0,0,0,0,0,0,0,40,2,35,2,1,1,1
"708",9,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0,1
"709",11,0,0,0,0,0,0,0,0,0,29,1,26,1,1,1,1
"71",7,0,0,0,0,0,0,0,0,0,38,3,31,3,1,0,1
"710",9,0,0,0,0,0,0,0,0,0,38,3,37,3,0,0,1
"711",7,0,0,0,0,0,0,0,0,0,28,2,25,2,1,0,1
"712",12,0,0,0,0,0,0,0,0,0,34,2,30,1,1,0,1
"713",5,0,0,0,0,0,0,0,0,0,32,2,29,0,0,0,1
"714",12,0,0,0,0,0,0,0,0,0,33,1,32,1,0,0,1
"715",7,0,0,0,0,0,0,0,0,0,38,3,33,3,2,1,1
"716",14,0,0,0,0,0,0,0,0,0,36,1,33,1,1,0,1
"717",9,0,0,0,0,0,0,0,0,0,34,3,30,3,2,1,1
"718",6,0,0,0,0,0,0,0,0,0,34,2,32,0,0,0,1
"719",9,0,0,0,0,0,0,0,0,0,39,0,36,0,0,0,1
"72",8,0,0,0,0,0,0,0,0,0,44,1,38,0,0,0,1
"720",9,0,0,0,0,0,0,0,0,0,43,4,43,2,1,0,1
"721",6,0,0,0,0,0,0,0,0,0,31,1,26,1,0,0,1
"722",8,0,0,0,0,0,0,0,0,0,27,2,20,2,2,2,1
"723",10,0,0,0,0,0,0,0,0,0,46,4,42,2,0,0,1
"724",18,0,0,0,0,0,0,0,0,0,39,6,35,5,3,3,1
"725",20,0,0,0,0,0,0,0,0,0,38,2,32,2,1,0,1
"726",15,0,0,0,0,0,0,0,0,0,47,4,45,3,1,1,1
"727",10,0,0,0,0,0,0,0,0,0,37,4,33,4,3,3,1
"728",10,0,0,0,0,0,0,0,0,0,40,3,35,2,1,1,1
"729",8,0,0,0,0,0,0,0,0,0,43,4,39,3,3,3,1
"73",1,0,0,0,0,0,0,0,0,0,47,4,40,0,0,0,1
"730",12,0,0,0,0,0,0,0,0,0,25,1,21,0,0,0,1
"731",11,0,0,0,0,0,0,0,0,0,44,3,39,2,1,1,1
"732",17,0,0,0,0,0,0,0,0,0,31,1,28,0,0,0,1
"733",5,0,0,0,0,0,0,0,0,0,37,2,32,2,1,1,1
"734",8,0,0,0,0,0,0,0,0,0,38,2,34,0,0,0,1
"735",10,0,0,0,0,0,0,0,0,0,32,2,28,1,0,0,1
"736",7,0,0,0,0,0,0,0,0,0,36,2,33,2,0,0,1
"737",6,0,0,0,0,0,0,0,0,0,32,2,31,2,2,2,1
"738",5,0,0,0,0,0,0,0,0,0,37,4,32,4,2,2,1
"739",13,0,0,0,0,0,0,0,0,0,41,2,36,2,0,0,1
"74",10,0,0,0,0,0,0,0,0,0,21,0,18,0,0,0,1
"740",10,0,0,0,0,0,0,0,0,0,37,2,33,1,1,0,1
"741",12,0,0,0,0,0,0,0,0,0,38,3,38,3,2,0,1
"742",11,0,0,0,0,0,0,0,0,0,27,1,26,1,1,0,1
"743",8,0,0,0,0,0,0,0,0,0,33,4,26,3,2,2,1
"744",8,0,0,0,0,0,0,0,0,0,46,5,41,3,1,1,1
"745",8,0,0,0,0,0,0,0,0,0,33,2,26,2,2,1,1
"746",9,0,0,0,0,0,0,0,0,0,43,1,37,1,0,0,1
"747",4,0,0,0,0,0,0,0,0,0,32,3,27,2,0,0,1
"748",11,0,0,0,0,0,0,0,0,0,34,3,30,3,2,1,1
"749",13,0,0,0,0,0,0,0,0,0,35,4,29,4,2,2,1
"75",13,0,0,0,0,0,0,0,0,0,43,4,38,1,1,1,1
"750",6,0,0,0,0,0,0,0,0,0,37,2,33,2,0,0,1
"751",11,0,0,0,0,0,0,0,0,0,37,0,31,0,0,0,1
"752",10,0,0,0,0,0,0,0,0,0,40,3,33,3,2,2,1
"753",8,0,0,0,0,0,0,0,0,0,34,0,28,0,0,0,1
"754",8,0,0,0,0,0,0,0,0,0,32,0,26,0,0,0,1
"755",8,0,0,0,0,0,0,0,0,0,39,2,36,2,2,1,1
"756",5,0,0,0,0,0,0,0,0,0,45,4,41,4,3,3,1
"757",13,0,0,0,0,0,0,0,0,0,43,2,35,1,0,0,1
"758",8,0,0,0,0,0,0,0,0,0,33,1,30,1,1,1,1
"759",13,0,0,0,0,0,0,0,0,0,46,6,40,2,1,1,1
"76",8,0,0,0,0,0,0,0,0,0,37,4,33,4,2,2,1
"760",15,0,0,0,0,0,0,0,0,0,38,3,37,3,2,1,1
"761",12,0,0,0,0,0,0,0,0,0,31,3,26,2,0,0,1
"762",13,0,0,0,0,0,0,0,0,0,46,4,42,4,1,1,1
"763",15,0,0,0,0,0,0,0,0,0,43,4,41,2,0,0,1
"764",15,0,0,0,0,0,0,0,0,0,27,1,24,0,0,0,1
"765",5,0,0,0,0,0,0,0,0,0,30,1,27,1,1,1,1
"766",12,0,0,0,0,0,0,0,0,0,34,2,29,1,0,0,1
"767",8,0,0,0,0,0,0,0,0,0,47,2,43,1,1,1,1
"768",8,0,0,0,0,0,0,0,0,0,40,2,34,1,1,1,1
"769",9,0,0,0,0,0,0,0,0,0,32,5,30,1,1,1,1
"77",10,0,0,0,0,0,0,0,0,0,39,0,32,0,0,0,1
"770",7,0,0,0,0,0,0,0,0,0,37,2,32,2,1,1,1
"771",7,0,0,0,0,0,0,0,0,0,39,6,31,4,2,2,1
"772",16,0,0,0,0,0,0,0,0,0,47,3,43,3,1,1,1
"773",13,0,0,0,0,0,0,0,0,0,34,1,33,0,0,0,1
"774",10,0,0,0,0,0,0,0,0,0,31,0,29,0,0,0,1
"775",7,0,0,0,0,0,0,0,0,0,37,4,31,4,4,3,1
"776",10,0,0,0,0,0,0,0,0,0,41,1,37,0,0,0,1
"777",4,0,0,0,0,0,0,0,0,0,39,2,36,2,1,1,1
"778",6,0,0,0,0,0,0,0,0,0,40,1,35,1,0,0,1
"779",7,0,0,0,0,0,0,0,0,0,31,2,28,1,0,0,1
"78",6,0,0,0,0,0,0,0,0,0,34,4,28,4,2,2,1
"780",6,0,0,0,0,0,0,0,0,0,26,3,25,2,1,1,1
"781",8,0,0,0,0,0,0,0,0,0,44,2,37,2,1,0,1
"782",14,0,0,0,0,0,0,0,0,0,38,1,35,1,0,0,1
"783",6,0,0,0,0,0,0,0,0,0,35,2,30,2,0,0,1
"784",8,0,0,0,0,0,0,0,0,0,28,0,26,0,0,0,1
"785",8,0,0,0,0,0,0,0,0,0,47,3,42,3,2,2,1
"786",9,0,0,0,0,0,0,0,0,0,38,2,33,2,1,1,1
"787",7,0,0,0,0,0,0,0,0,0,45,4,38,4,0,0,1
"788",7,0,0,0,0,0,0,0,0,0,46,2,42,2,1,1,1
"789",9,0,0,0,0,0,0,0,0,0,37,1,33,1,1,0,1
"79",15,0,0,0,0,0,0,0,0,0,29,1,28,1,0,0,13
"790",14,0,0,0,0,0,0,0,0,0,31,3,26,3,3,3,1
"791",11,0,0,0,0,0,0,0,0,0,36,1,32,1,0,0,1
"792",14,0,0,0,0,0,0,0,0,0,40,3,36,2,2,2,1
"793",8,0,0,0,0,0,0,0,0,0,27,1,26,1,0,0,1
"794",14,0,0,0,0,0,0,0,0,0,38,3,32,2,0,0,1
"795",11,0,0,0,0,0,0,0,0,0,34,1,28,1,1,0,1
"796",10,0,0,0,0,0,0,0,0,0,38,5,34,3,0,0,1
"797",9,0,0,0,0,0,0,0,0,0,38,1,35,1,0,0,1
"798",10,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,1
"799",9,0,0,0,0,0,0,0,0,0,38,2,33,1,1,1,1
"8",9,0,0,0,0,0,0,0,0,0,34,1,33,1,1,1,1
"80",7,0,0,0,0,0,0,0,0,0,38,1,35,1,1,1,1
"800",10,0,0,0,0,0,0,0,0,0,29,7,29,4,2,2,1
"801",16,0,0,0,0,0,0,0,0,0,32,1,29,1,1,1,1
"802",8,0,0,0,0,0,0,0,0,0,37,3,33,2,0,0,1
"803",13,0,0,0,0,0,0,0,0,0,41,3,35,3,1,1,1
"804",6,0,0,0,0,0,0,0,0,0,25,2,21,2,2,2,1
"805",11,0,0,0,0,0,0,0,0,0,33,1,31,0,0,0,1
"806",7,0,0,0,0,0,0,0,0,0,36,3,30,2,1,1,1
"807",8,0,0,0,0,0,0,0,0,0,35,3,33,3,1,1,1
"808",10,0,0,0,0,0,0,0,0,0,34,0,27,0,0,0,1
"809",12,0,0,0,0,0,0,0,0,0,36,2,31,2,1,1,1
"81",6,0,0,0,0,0,0,0,0,0,30,2,28,1,1,1,1
"810",4,0,0,0,0,0,0,0,0,0,35,3,31,2,1,1,1
"811",7,0,0,0,0,0,0,0,0,0,32,1,29,0,0,0,1
"812",8,0,0,0,0,0,0,0,0,0,47,1,45,0,0,0,1
"813",5,0,0,0,0,0,0,0,0,0,33,2,29,1,0,0,1
"814",8,0,0,0,0,0,0,0,0,0,26,2,25,2,0,0,1
"815",7,0,0,0,0,0,0,0,0,0,38,1,34,1,0,0,1
"816",8,0,0,0,0,0,0,0,0,0,31,2,29,2,0,0,1
"817",9,0,0,0,0,0,0,0,0,0,30,2,23,1,0,0,1
"818",7,0,0,0,0,0,0,0,0,0,39,1,34,0,0,0,1
"819",12,0,0,0,0,0,0,0,0,0,33,4,27,4,0,0,1
"82",9,0,0,0,0,0,0,0,0,0,33,5,31,5,3,2,1
"820",6,0,0,0,0,0,0,0,0,0,42,2,38,2,0,0,1
"821",7,0,0,0,0,0,0,0,0,0,25,3,22,2,1,0,1
"822",11,0,0,0,0,0,0,0,0,0,45,1,38,1,1,1,1
"823",11,0,0,0,0,0,0,0,0,0,33,1,29,1,1,1,1
"824",12,0,0,0,0,0,0,0,0,0,47,5,41,5,3,2,1
"825",11,0,0,0,0,0,0,0,0,0,35,3,30,2,2,2,1
"826",9,0,0,0,0,0,0,0,0,0,33,1,31,1,0,0,1
"827",8,0,0,0,0,0,0,0,0,0,34,2,28,2,2,2,1
"828",11,0,0,0,0,0,0,0,0,0,35,3,32,2,1,1,1
"829",7,0,0,0,0,0,0,0,0,0,27,2,23,2,0,0,1
"83",10,0,0,0,0,0,0,0,0,0,25,2,20,2,0,0,1
"830",9,0,0,0,0,0,0,0,0,0,37,2,33,2,2,2,1
"831",11,0,0,0,0,0,0,0,0,0,46,3,37,3,2,1,1
"832",10,0,0,0,0,0,0,0,0,0,41,1,37,0,0,0,1
"833",10,0,0,0,0,0,0,0,0,0,43,7,41,5,2,1,1
"834",11,0,0,0,0,0,0,0,0,0,52,4,48,4,2,1,1
"835",6,0,0,0,0,0,0,0,0,0,41,2,33,2,1,1,1
"836",10,0,0,0,0,0,0,0,0,0,34,0,31,0,0,0,1
"837",8,0,0,0,0,0,0,0,0,0,40,4,37,2,0,0,1
"838",9,0,0,0,0,0,0,0,0,0,39,4,37,4,1,1,1
"839",11,0,0,0,0,0,0,0,0,0,57,0,50,0,0,0,1
"84",9,0,0,0,0,0,0,0,0,0,34,3,31,3,2,2,1
"840",8,0,0,0,0,0,0,0,0,0,42,0,38,0,0,0,1
"841",3,0,0,0,0,0,0,0,0,0,34,3,32,1,0,0,1
"842",11,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,1
"843",13,0,0,0,0,0,0,0,0,0,45,2,43,2,1,1,1
"844",8,0,0,0,0,0,0,0,0,0,46,6,35,5,4,4,1
"845",13,0,0,0,0,0,0,0,0,0,32,2,26,2,0,0,1
"846",5,0,0,0,0,0,0,0,0,0,29,2,27,2,1,1,1
"847",13,0,0,0,0,0,0,0,0,0,47,4,41,2,1,1,1
"848",8,0,0,0,0,0,0,0,0,0,36,4,32,3,2,1,1
"849",12,0,0,0,0,0,0,0,0,0,48,5,44,3,2,1,1
"85",15,0,0,0,0,0,0,0,0,0,32,1,30,1,1,1,1
"850",13,0,0,0,0,0,0,0,0,0,27,2,22,1,1,1,1
"851",8,0,0,0,0,0,0,0,0,0,35,3,29,1,1,1,1
"852",9,0,0,0,0,0,0,0,0,0,37,2,32,1,0,0,1
"853",10,0,0,0,0,0,0,0,0,0,51,2,44,1,0,0,1
"854",7,0,0,0,0,0,0,0,0,0,38,2,34,2,1,0,1
"855",7,0,0,0,0,0,0,0,0,0,45,6,38,3,1,1,1
"856",11,0,0,0,0,0,0,0,0,0,41,2,34,2,2,2,1
"857",11,0,0,0,0,0,0,0,0,0,41,4,39,3,1,1,1
"858",10,0,0,0,0,0,0,0,0,0,38,2,31,1,1,1,1
"859",7,0,0,0,0,0,0,0,0,0,42,1,41,1,0,0,1
"86",9,0,0,0,0,0,0,0,0,0,36,4,33,4,1,1,1
"860",12,0,0,0,0,0,0,0,0,0,38,0,32,0,0,0,1
"861",8,0,0,0,0,0,0,0,0,0,38,4,35,4,2,2,1
"862",10,0,0,0,0,0,0,0,0,0,34,0,25,0,0,0,1
"863",10,0,0,0,0,0,0,0,0,0,41,1,35,1,1,0,1
"864",5,0,0,0,0,0,0,0,0,0,34,1,31,1,0,0,1
"865",6,0,0,0,0,0,0,0,0,0,43,2,35,1,0,0,1
