,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,s1,s2,s3,s4,s5,s6
275,11,0,0,0,0,0,0,0,0,0,45,2,36,1,1,0
276,9,0,0,0,0,0,0,0,0,0,38,2,28,2,0,0
277,14,0,0,0,0,0,0,0,0,0,37,2,31,1,1,1
278,11,0,0,0,0,0,0,0,0,0,40,3,36,3,2,2
279,13,0,0,0,0,0,0,0,0,0,38,2,31,1,0,0
28,9,0,0,0,0,0,0,0,0,0,38,1,33,1,0,0
280,9,0,0,0,0,0,0,0,0,0,30,2,28,0,0,0
281,11,0,0,0,0,0,0,0,0,0,39,1,37,0,0,0
282,11,0,0,0,0,0,0,0,0,0,39,2,34,2,2,2
283,9,0,0,0,0,0,0,0,0,0,37,1,33,0,0,0
284,6,0,0,0,0,0,0,0,0,0,26,3,23,2,0,0
285,13,0,0,0,0,0,0,0,0,0,32,2,27,2,0,0
286,4,0,0,0,0,0,0,0,0,0,38,1,32,1,1,0
287,4,0,0,0,0,0,0,0,0,0,36,3,32,2,2,2
288,4,0,0,0,0,0,0,0,0,0,37,3,34,2,1,1
289,7,0,0,0,0,0,0,0,0,0,38,4,37,4,2,0
29,7,0,0,0,0,0,0,0,0,0,46,2,43,1,1,1
290,7,0,0,0,0,0,0,0,0,0,23,2,20,2,2,1
291,11,0,0,0,0,0,0,0,0,0,36,2,29,2,1,1
292,10,0,0,0,0,0,0,0,0,0,37,3,33,2,0,0
293,14,0,0,0,0,0,0,0,0,0,36,4,31,3,1,0
294,6,0,0,0,0,0,0,0,0,0,27,2,23,1,0,0
295,11,0,0,0,0,0,0,0,0,0,42,4,37,3,2,2
296,9,0,0,0,0,0,0,0,0,0,34,2,28,1,1,1
297,7,0,0,0,0,0,0,0,0,0,31,1,28,1,0,0
298,11,0,0,0,0,0,0,0,0,0,25,1,23,1,1,1
299,11,0,0,0,0,0,0,0,0,0,46,5,44,2,1,0
3,9,0,0,0,0,0,0,0,0,0,34,2,29,0,0,0
30,8,0,0,0,0,0,0,0,0,0,43,2,40,2,1,1
300,8,0,0,0,0,0,0,0,0,0,38,0,31,0,0,0
301,8,0,0,0,0,0,0,0,0,0,34,1,29,1,1,1
302,8,0,0,0,0,0,0,0,0,0,30,2,26,1,0,0
303,7,0,0,0,0,0,0,0,0,0,31,3,26,2,0,0
304,8,0,0,0,0,0,0,0,0,0,33,2,26,2,2,0
305,10,0,0,0,0,0,0,0,0,0,40,3,35,1,0,0
306,10,0,0,0,0,0,0,0,0,0,31,2,30,1,1,1
307,12,0,0,0,0,0,0,0,0,0,35,3,32,1,1,1
308,15,0,0,0,0,0,0,0,0,0,37,0,31,0,0,0
309,9,0,0,0,0,0,0,0,0,0,48,1,42,0,0,0
31,11,0,0,0,0,0,0,0,0,0,38,3,37,3,3,2
310,12,0,0,0,0,0,0,0,0,0,38,2,37,2,1,1
311,11,0,0,0,0,0,0,0,0,0,37,2,33,1,0,0
312,10,0,0,0,0,0,0,0,0,0,33,4,29,4,1,1
313,13,0,0,0,0,0,0,0,0,0,31,2,29,2,1,1
314,10,0,0,0,0,0,0,0,0,0,43,3,38,3,0,0
315,6,0,0,0,0,0,0,0,0,0,36,2,34,2,1,1
316,9,0,0,0,0,0,0,0,0,0,39,3,37,2,2,1
317,6,0,0,0,0,0,0,0,0,0,34,4,31,4,0,0
318,7,0,0,0,0,0,0,0,0,0,45,0,38,0,0,0
319,14,0,0,0,0,0,0,0,0,0,50,1,44,1,1,1
32,7,0,0,0,0,0,0,0,0,0,37,1,32,1,0,0
320,11,0,0,0,0,0,0,0,0,0,38,1,34,0,0,0
321,7,0,0,0,0,0,0,0,0,0,33,5,30,3,1,1
322,10,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0
323,15,0,0,0,0,0,0,0,0,0,38,4,35,2,1,1
324,10,0,0,0,0,0,0,0,0,0,35,2,32,2,1,0
325,17,0,0,0,0,0,0,0,0,0,35,2,26,2,1,0
326,7,0,0,0,0,0,0,0,0,0,44,3,39,3,1,1
327,12,0,0,0,0,0,0,0,0,0,41,2,38,2,2,2
328,5,0,0,0,0,0,0,0,0,0,41,1,39,1,0,0
329,12,0,0,0,0,0,0,0,0,0,30,0,28,0,0,0
33,7,0,0,0,0,0,0,0,0,0,40,3,36,3,1,1
330,9,0,0,0,0,0,0,0,0,0,39,1,36,1,1,1
331,7,0,0,0,0,0,0,0,0,0,37,2,30,2,1,0
332,10,0,0,0,0,0,0,0,0,0,26,2,24,2,2,2
333,11,0,0,0,0,0,0,0,0,0,33,0,31,0,0,0
334,14,0,0,0,0,0,0,0,0,0,42,0,36,0,0,0
335,7,0,0,0,0,0,0,0,0,0,49,4,47,4,3,3
336,16,0,0,0,0,0,0,0,0,0,30,2,24,1,0,0
337,8,0,0,0,0,0,0,0,0,0,40,4,36,2,0,0
338,8,0,0,0,0,0,0,0,0,0,48,2,44,2,2,2
339,9,0,0,0,0,0,0,0,0,0,37,4,33,3,1,1
34,7,0,0,0,0,0,0,0,0,0,36,2,32,0,0,0
340,10,0,0,0,0,0,0,0,0,0,38,2,33,2,2,1
341,9,0,0,0,0,0,0,0,0,0,46,8,43,5,3,2
342,10,0,0,0,0,0,0,0,0,0,27,4,24,1,0,0
343,15,0,0,0,0,0,0,0,0,0,46,3,39,3,3,1
344,11,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0
345,14,0,0,0,0,0,0,0,0,0,41,3,38,2,0,0
346,10,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0
347,15,0,0,0,0,0,0,0,0,0,36,1,30,0,0,0
348,2,0,0,0,0,0,0,0,0,0,32,3,30,3,2,2
349,14,0,0,0,0,0,0,0,0,0,33,2,28,2,1,1
35,10,0,0,0,0,0,0,0,0,0,41,3,36,2,1,1
350,4,0,0,0,0,0,0,0,0,0,35,4,30,3,3,2
351,10,0,0,0,0,0,0,0,0,0,32,1,30,1,1,1
352,10,0,0,0,0,0,0,0,0,0,29,3,24,3,3,3
353,10,0,0,0,0,0,0,0,0,0,37,0,32,0,0,0
354,9,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0
355,10,0,0,0,0,0,0,0,0,0,42,0,40,0,0,0
356,11,0,0,0,0,0,0,0,0,0,45,1,40,0,0,0
357,10,0,0,0,0,0,0,0,0,0,38,3,37,3,1,1
358,11,0,0,0,0,0,0,0,0,0,42,1,33,1,1,1
359,12,0,0,0,0,0,0,0,0,0,27,4,24,2,1,1
36,10,0,0,0,0,0,0,0,0,0,28,1,25,0,0,0
360,8,0,0,0,0,0,0,0,0,0,46,3,40,1,1,1
361,8,0,0,0,0,0,0,0,0,0,36,1,32,1,0,0
362,6,0,0,0,0,0,0,0,0,0,30,2,25,1,0,0
363,18,0,0,0,0,0,0,0,0,0,34,2,28,0,0,0
364,17,0,0,0,0,0,0,0,0,0,36,5,30,2,1,1
365,11,0,0,0,0,0,0,0,0,0,28,3,27,2,1,1
366,7,0,0,0,0,0,0,0,0,0,36,2,35,1,0,0
367,12,0,0,0,0,0,0,0,0,0,47,5,43,4,3,3
368,12,0,0,0,0,0,0,0,0,0,48,1,44,1,1,1
369,10,0,0,0,0,0,0,0,0,0,43,4,39,2,0,0
37,8,0,0,0,0,0,0,0,0,0,34,1,29,0,0,0
370,9,0,0,0,0,0,0,0,0,0,28,1,26,0,0,0
371,14,0,0,0,0,0,0,0,0,0,31,3,25,1,0,0
372,9,0,0,0,0,0,0,0,0,0,30,3,30,3,1,1
373,5,0,0,0,0,0,0,0,0,0,46,3,43,2,1,1
374,9,0,0,0,0,0,0,0,0,0,36,3,34,1,0,0
375,15,0,0,0,0,0,0,0,0,0,29,2,27,2,2,1
376,6,0,0,0,0,0,0,0,0,0,45,2,37,2,2,1
377,9,0,0,0,0,0,0,0,0,0,39,2,35,2,2,2
378,4,0,0,0,0,0,0,0,0,0,34,3,30,2,0,0
379,15,0,0,0,0,0,0,0,0,0,36,1,32,1,1,0
38,3,0,0,0,0,0,0,0,0,0,36,5,31,4,2,2
380,6,0,0,0,0,0,0,0,0,0,49,3,43,2,1,1
381,8,0,0,0,0,0,0,0,0,0,35,3,32,2,2,2
382,8,0,0,0,0,0,0,0,0,0,37,0,32,0,0,0
383,10,0,0,0,0,0,0,0,0,0,31,0,27,0,0,0
384,8,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0
385,9,0,0,0,0,0,0,0,0,0,34,1,30,1,0,0
386,9,0,0,0,0,0,0,0,0,0,35,0,31,0,0,0
387,9,0,0,0,0,0,0,0,0,0,35,1,31,1,0,0
388,9,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0
389,9,0,0,0,0,0,0,0,0,0,39,3,35,3,0,0
39,10,0,0,0,0,0,0,0,0,0,41,2,34,2,1,1
390,5,0,0,0,0,0,0,0,0,0,32,2,32,2,2,2
391,7,0,0,0,0,0,0,0,0,0,47,7,43,3,1,1
392,10,0,0,0,0,0,0,0,0,0,47,7,42,5,4,3
393,11,0,0,0,0,0,0,0,0,0,32,0,30,0,0,0
394,7,0,0,0,0,0,0,0,0,0,45,3,40,2,1,0
395,11,0,0,0,0,0,0,0,0,0,35,2,33,1,1,0
396,10,0,0,0,0,0,0,0,0,0,42,1,38,1,0,0
397,6,0,0,0,0,0,0,0,0,0,37,0,29,0,0,0
398,7,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0
399,10,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0
4,9,0,0,0,0,0,0,0,0,0,40,2,31,0,0,0
40,7,0,0,0,0,0,0,0,0,0,25,3,24,3,3,3
400,2,0,0,0,0,0,0,0,0,0,39,3,36,2,1,1
401,4,0,0,0,0,0,0,0,0,0,36,2,29,2,1,1
402,12,0,0,0,0,0,0,0,0,0,47,2,42,2,1,0
403,10,0,0,0,0,0,0,0,0,0,36,1,33,0,0,0
404,11,0,0,0,0,0,0,0,0,0,36,2,35,1,1,0
405,5,0,0,0,0,0,0,0,0,0,33,2,30,1,1,1
406,9,0,0,0,0,0,0,0,0,0,33,1,27,1,0,0
407,9,0,0,0,0,0,0,0,0,0,34,1,33,1,0,0
408,7,0,0,0,0,0,0,0,0,0,36,5,29,4,2,1
409,12,0,0,0,0,0,0,0,0,0,33,2,29,1,1,1
41,7,0,0,0,0,0,0,0,0,0,46,2,43,1,1,1
410,15,0,0,0,0,0,0,0,0,0,42,3,40,2,0,0
411,6,0,0,0,0,0,0,0,0,0,38,2,34,2,1,1
412,8,0,0,0,0,0,0,0,0,0,41,2,31,2,0,0
413,11,0,0,0,0,0,0,0,0,0,33,1,29,1,1,1
414,2,0,0,0,0,0,0,0,0,0,37,5,33,5,3,2
415,9,0,0,0,0,0,0,0,0,0,34,4,32,2,0,0
416,12,0,0,0,0,0,0,0,0,0,31,1,27,1,0,0
417,11,0,0,0,0,0,0,0,0,0,44,1,37,1,1,1
418,8,0,0,0,0,0,0,0,0,0,36,0,35,0,0,0
419,13,0,0,0,0,0,0,0,0,0,33,2,29,1,1,1
42,10,0,0,0,0,0,0,0,0,0,40,0,36,0,0,0
420,4,0,0,0,0,0,0,0,0,0,36,4,27,3,2,2
421,9,0,0,0,0,0,0,0,0,0,46,3,42,1,1,1
422,9,0,0,0,0,0,0,0,0,0,39,2,34,2,0,0
423,10,0,0,0,0,0,0,0,0,0,35,2,32,2,2,1
424,13,0,0,0,0,0,0,0,0,0,32,1,25,1,0,0
425,8,0,0,0,0,0,0,0,0,0,36,1,35,0,0,0
426,8,0,0,0,0,0,0,0,0,0,31,1,29,1,1,0
427,13,0,0,0,0,0,0,0,0,0,35,3,29,3,1,1
428,11,0,0,0,0,0,0,0,0,0,41,2,39,2,2,1
429,9,0,0,0,0,0,0,0,0,0,29,2,28,1,0,0
43,14,0,0,0,0,0,0,0,0,0,35,1,31,1,1,1
430,12,0,0,0,0,0,0,0,0,0,39,2,35,2,0,0
431,5,0,0,0,0,0,0,0,0,0,38,0,33,0,0,0
432,13,0,0,0,0,0,0,0,0,0,33,5,29,3,1,1
433,7,0,0,0,0,0,0,0,0,0,28,1,25,0,0,0
434,13,0,0,0,0,0,0,0,0,0,47,3,41,2,1,1
435,8,0,0,0,0,0,0,0,0,0,28,1,26,0,0,0
436,9,0,0,0,0,0,0,0,0,0,36,3,32,1,0,0
437,3,0,0,0,0,0,0,0,0,0,35,5,32,5,4,4
438,13,0,0,0,0,0,0,0,0,0,37,2,33,2,1,1
439,8,0,0,0,0,0,0,0,0,0,38,3,32,3,1,0
44,14,0,0,0,0,0,0,0,0,0,38,2,34,1,0,0
440,13,0,0,0,0,0,0,0,0,0,29,4,26,2,2,2
441,5,0,0,0,0,0,0,0,0,0,31,2,29,1,1,0
442,13,0,0,0,0,0,0,0,0,0,37,3,33,2,1,1
443,11,0,0,0,0,0,0,0,0,0,28,1,25,1,0,0
444,14,0,0,0,0,0,0,0,0,0,40,1,35,1,1,1
445,7,0,0,0,0,0,0,0,0,0,33,1,31,1,1,1
446,11,0,0,0,0,0,0,0,0,0,40,2,36,2,1,0
447,6,0,0,0,0,0,0,0,0,0,42,2,37,1,0,0
448,3,0,0,0,0,0,0,0,0,0,38,4,37,3,0,0
449,6,0,0,0,0,0,0,0,0,0,39,3,31,3,2,2
45,12,0,0,0,0,0,0,0,0,0,50,3,40,3,1,0
450,9,0,0,0,0,0,0,0,0,0,42,2,37,0,0,0
451,10,0,0,0,0,0,0,0,0,0,22,0,20,0,0,0
452,10,0,0,0,0,0,0,0,0,0,37,2,30,1,1,1
453,9,0,0,0,0,0,0,0,0,0,37,1,30,1,1,1
454,10,0,0,0,0,0,0,0,0,0,35,2,32,1,1,0
455,9,0,0,0,0,0,0,0,0,0,30,1,28,1,0,0
456,9,0,0,0,0,0,0,0,0,0,47,2,42,1,1,1
457,11,0,0,0,0,0,0,0,0,0,37,3,29,1,0,0
458,15,0,0,0,0,0,0,0,0,0,39,1,33,1,0,0
459,10,0,0,0,0,0,0,0,0,0,44,1,40,1,0,0
46,8,0,0,0,0,0,0,0,0,0,27,1,23,1,1,1
460,11,0,0,0,0,0,0,0,0,0,38,3,33,2,0,0
461,12,0,0,0,0,0,0,0,0,0,30,1,27,1,0,0
462,9,0,0,0,0,0,0,0,0,0,35,1,28,1,0,0
463,8,0,0,0,0,0,0,0,0,0,33,0,28,0,0,0
464,9,0,0,0,0,0,0,0,0,0,41,2,36,1,0,0
465,10,0,0,0,0,0,0,0,0,0,39,2,34,0,0,0
466,13,0,0,0,0,0,0,0,0,0,30,3,28,3,2,2
467,8,0,0,0,0,0,0,0,0,0,31,2,26,1,0,0
468,8,0,0,0,0,0,0,0,0,0,38,2,32,2,2,2
469,9,0,0,0,0,0,0,0,0,0,43,4,38,2,2,2
47,6,0,0,0,0,0,0,0,0,0,27,1,22,1,0,0
470,15,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0
471,9,0,0,0,0,0,0,0,0,0,50,3,49,3,0,0
472,9,0,0,0,0,0,0,0,0,0,51,6,47,4,2,1
473,9,0,0,0,0,0,0,0,0,0,47,2,41,2,1,1
474,8,0,0,0,0,0,0,0,0,0,39,3,38,2,1,1
475,11,0,0,0,0,0,0,0,0,0,38,0,34,0,0,0
476,13,0,0,0,0,0,0,0,0,0,37,1,36,1,1,1
477,11,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0
478,9,0,0,0,0,0,0,0,0,0,35,1,28,1,0,0
479,14,0,0,0,0,0,0,0,0,0,46,1,40,1,0,0
48,14,0,0,0,0,0,0,0,0,0,40,4,37,4,3,2
480,10,0,0,0,0,0,0,0,0,0,46,4,39,2,2,2
481,9,0,0,0,0,0,0,0,0,0,51,5,46,2,2,2
482,18,0,0,0,0,0,0,0,0,0,41,3,36,3,1,1
483,8,0,0,0,0,0,0,0,0,0,39,4,38,3,2,2
484,8,0,0,0,0,0,0,0,0,0,46,6,38,4,1,1
485,8,0,0,0,0,0,0,0,0,0,40,3,36,2,2,1
486,10,0,0,0,0,0,0,0,0,0,33,1,28,1,0,0
487,9,0,0,0,0,0,0,0,0,0,33,0,28,0,0,0
488,13,0,0,0,0,0,0,0,0,0,34,1,30,1,0,0
489,7,0,0,0,0,0,0,0,0,0,44,4,39,3,1,1
49,17,0,0,0,0,0,0,0,0,0,39,3,33,3,0,0
490,6,0,0,0,0,0,0,0,0,0,42,5,37,5,3,2
491,12,0,0,0,0,0,0,0,0,0,35,3,32,2,1,1
492,12,0,0,0,0,0,0,0,0,0,37,3,33,1,1,1
493,9,0,0,0,0,0,0,0,0,0,26,3,21,2,1,1
494,8,0,0,0,0,0,0,0,0,0,32,2,30,1,0,0
495,5,0,0,0,0,0,0,0,0,0,47,3,41,3,1,0
496,10,0,0,0,0,0,0,0,0,0,45,3,41,2,0,0
497,9,0,0,0,0,0,0,0,0,0,38,2,32,1,1,1
498,11,0,0,0,0,0,0,0,0,0,31,4,28,4,3,2
499,10,0,0,0,0,0,0,0,0,0,36,5,34,3,2,2
5,10,0,0,0,0,0,0,0,0,0,42,0,33,0,0,0
50,7,0,0,0,0,0,0,0,0,0,37,1,32,1,1,1
500,10,0,0,0,0,0,0,0,0,0,37,1,32,1,1,1
501,5,0,0,0,0,0,0,0,0,0,40,2,38,2,1,1
502,10,0,0,0,0,0,0,0,0,0,41,1,40,0,0,0
503,14,0,0,0,0,0,0,0,0,0,38,5,33,4,3,3
504,5,0,0,0,0,0,0,0,0,0,40,3,37,3,1,1
505,17,0,0,0,0,0,0,0,0,0,36,1,31,1,0,0
506,11,0,0,0,0,0,0,0,0,0,35,1,31,1,1,1
507,16,0,0,0,0,0,0,0,0,0,36,5,31,5,5,5
508,12,0,0,0,0,0,0,0,0,0,37,2,33,1,1,1
509,12,0,0,0,0,0,0,0,0,0,37,5,34,4,1,1
51,13,0,0,0,0,0,0,0,0,0,37,4,28,2,1,0
510,16,0,0,0,0,0,0,0,0,0,31,1,26,0,0,0
511,9,0,0,0,0,0,0,0,0,0,51,0,43,0,0,0
512,18,0,0,0,0,0,0,0,0,0,39,0,33,0,0,0
513,5,0,0,0,0,0,0,0,0,0,35,2,30,1,0,0
514,8,0,0,0,0,0,0,0,0,0,41,2,37,2,1,1
515,7,0,0,0,0,0,0,0,0,0,38,1,37,1,0,0
516,9,0,0,0,0,0,0,0,0,0,30,0,28,0,0,0
517,8,0,0,0,0,0,0,0,0,0,30,1,27,1,0,0
518,8,0,0,0,0,0,0,0,0,0,47,0,42,0,0,0
519,11,0,0,0,0,0,0,0,0,0,32,1,29,1,1,0
52,11,0,0,0,0,0,0,0,0,0,36,2,33,2,1,1
520,7,0,0,0,0,0,0,0,0,0,29,1,25,1,0,0
521,9,0,0,0,0,0,0,0,0,0,35,1,34,0,0,0
522,6,0,0,0,0,0,0,0,0,0,46,2,39,2,1,0
523,9,0,0,0,0,0,0,0,0,0,40,0,38,0,0,0
524,11,0,0,0,0,0,0,0,0,0,42,3,37,2,1,1
525,8,0,0,0,0,0,0,0,0,0,45,5,43,4,3,3
526,8,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0
527,11,0,0,0,0,0,0,0,0,0,37,1,31,0,0,0
528,7,0,0,0,0,0,0,0,0,0,42,2,38,1,0,0
529,16,0,0,0,0,0,0,0,0,0,35,3,33,3,1,0
53,12,0,0,0,0,0,0,0,0,0,36,1,34,1,1,1
530,5,0,0,0,0,0,0,0,0,0,39,2,34,1,1,1
531,10,0,0,0,0,0,0,0,0,0,31,2,25,1,1,0
532,13,0,0,0,0,0,0,0,0,0,42,2,36,2,1,1
533,12,0,0,0,0,0,0,0,0,0,34,1,32,1,0,0
534,11,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0
535,14,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0
536,4,0,0,0,0,0,0,0,0,0,41,4,39,3,2,2
537,12,0,0,0,0,0,0,0,0,0,51,5,45,2,2,2
538,16,0,0,0,0,0,0,0,0,0,33,1,29,1,1,1
539,10,0,0,0,0,0,0,0,0,0,33,1,30,1,0,0
54,15,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0
540,9,0,0,0,0,0,0,0,0,0,30,2,29,2,2,2
541,10,0,0,0,0,0,0,0,0,0,42,1,34,1,0,0
542,5,0,0,0,0,0,0,0,0,0,41,3,38,3,2,2
543,10,0,0,0,0,0,0,0,0,0,40,4,35,3,1,1
544,6,0,0,0,0,0,0,0,0,0,45,2,41,1,0,0
545,13,0,0,0,0,0,0,0,0,0,34,3,31,2,1,1
546,13,0,0,0,0,0,0,0,0,0,39,4,37,1,1,1
547,11,0,0,0,0,0,0,0,0,0,40,2,36,2,1,1
548,14,0,0,0,0,0,0,0,0,0,44,2,40,2,0,0
549,10,0,0,0,0,0,0,0,0,0,28,2,27,2,2,1
55,11,0,0,0,0,0,0,0,0,0,29,0,28,0,0,0
550,4,0,0,0,0,0,0,0,0,0,31,1,25,1,1,1
551,11,0,0,0,0,0,0,0,0,0,37,4,33,1,1,1
552,7,0,0,0,0,0,0,0,0,0,27,3,23,1,0,0
553,9,0,0,0,0,0,0,0,0,0,33,3,30,2,1,1
554,8,0,0,0,0,0,0,0,0,0,37,2,31,2,2,2
555,8,0,0,0,0,0,0,0,0,0,45,5,40,5,5,5
556,4,0,0,0,0,0,0,0,0,0,39,1,34,0,0,0
557,6,0,0,0,0,0,0,0,0,0,24,2,24,1,0,0
558,12,0,0,0,0,0,0,0,0,0,38,0,35,0,0,0
559,11,0,0,0,0,0,0,0,0,0,36,0,31,0,0,0
56,7,0,0,0,0,0,0,0,0,0,34,2,30,1,1,1
560,4,0,0,0,0,0,0,0,0,0,47,0,42,0,0,0
561,11,0,0,0,0,0,0,0,0,0,35,3,32,2,1,1
562,8,0,0,0,0,0,0,0,0,0,48,6,44,5,3,2
563,8,0,0,0,0,0,0,0,0,0,39,4,34,3,0,0
564,9,0,0,0,0,0,0,0,0,0,45,2,38,1,1,1
565,11,0,0,0,0,0,0,0,0,0,46,4,38,3,0,0
566,7,0,0,0,0,0,0,0,0,0,44,2,36,1,0,0
567,13,0,0,0,0,0,0,0,0,0,34,2,31,1,1,1
568,11,0,0,0,0,0,0,0,0,0,35,0,28,0,0,0
569,11,0,0,0,0,0,0,0,0,0,26,2,23,2,1,1
57,10,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0
570,9,0,0,0,0,0,0,0,0,0,43,4,39,2,1,1
571,5,0,0,0,0,0,0,0,0,0,39,2,33,2,2,1
572,10,0,0,0,0,0,0,0,0,0,31,3,28,2,2,2
573,5,0,0,0,0,0,0,0,0,0,38,4,35,3,1,1
574,12,0,0,0,0,0,0,0,0,0,35,1,34,0,0,0
575,13,0,0,0,0,0,0,0,0,0,45,3,41,3,2,2
576,5,0,0,0,0,0,0,0,0,0,45,1,41,1,1,1
577,10,0,0,0,0,0,0,0,0,0,34,2,34,0,0,0
578,12,0,0,0,0,0,0,0,0,0,26,2,25,2,2,2
579,10,0,0,0,0,0,0,0,0,0,37,4,32,2,2,2
58,15,0,0,0,0,0,0,0,0,0,36,1,30,1,0,0
580,10,0,0,0,0,0,0,0,0,0,36,1,31,1,1,1
581,8,0,0,0,0,0,0,0,0,0,39,3,36,2,2,2
582,12,0,0,0,0,0,0,0,0,0,33,2,32,2,1,1
583,15,0,0,0,0,0,0,0,0,0,48,3,42,3,1,1
584,7,0,0,0,0,0,0,0,0,0,42,4,41,2,1,1
585,8,0,0,0,0,0,0,0,0,0,35,4,30,4,3,3
586,5,0,0,0,0,0,0,0,0,0,37,2,31,2,2,1
587,10,0,0,0,0,0,0,0,0,0,44,2,38,0,0,0
588,12,0,0,0,0,0,0,0,0,0,50,6,42,3,1,1
589,4,0,0,0,0,0,0,0,0,0,33,2,29,2,1,1
59,12,0,0,0,0,0,0,0,0,0,39,0,32,0,0,0
590,9,0,0,0,0,0,0,0,0,0,42,4,39,3,2,2
591,11,0,0,0,0,0,0,0,0,0,34,2,29,2,2,1
592,8,0,0,0,0,0,0,0,0,0,28,2,26,1,1,0
593,10,0,0,0,0,0,0,0,0,0,44,2,39,2,2,2
594,12,0,0,0,0,0,0,0,0,0,36,4,34,3,1,1
595,10,0,0,0,0,0,0,0,0,0,29,2,26,1,0,0
596,9,0,0,0,0,0,0,0,0,0,36,1,34,1,1,1
597,13,0,0,0,0,0,0,0,0,0,53,2,48,1,1,1
598,7,0,0,0,0,0,0,0,0,0,36,1,34,1,0,0
599,8,0,0,0,0,0,0,0,0,0,43,3,40,2,1,1
6,8,0,0,0,0,0,0,0,0,0,38,0,31,0,0,0
60,7,0,0,0,0,0,0,0,0,0,38,2,36,2,1,1
600,13,0,0,0,0,0,0,0,0,0,42,3,36,2,1,1
601,14,0,0,0,0,0,0,0,0,0,35,2,29,1,0,0
602,13,0,0,0,0,0,0,0,0,0,45,5,37,4,2,1
603,5,0,0,0,0,0,0,0,0,0,33,3,29,3,1,0
604,8,0,0,0,0,0,0,0,0,0,43,2,37,2,1,1
605,9,0,0,0,0,0,0,0,0,0,40,2,34,2,1,1
606,9,0,0,0,0,0,0,0,0,0,39,2,34,2,0,0
607,7,0,0,0,0,0,0,0,0,0,35,7,33,1,1,1
608,7,0,0,0,0,0,0,0,0,0,41,4,37,3,2,1
609,9,0,0,0,0,0,0,0,0,0,46,1,41,0,0,0
61,11,0,0,0,0,0,0,0,0,0,27,0,26,0,0,0
610,9,0,0,0,0,0,0,0,0,0,34,4,27,3,1,0
611,8,0,0,0,0,0,0,0,0,0,44,1,39,1,0,0
612,10,0,0,0,0,0,0,0,0,0,33,1,30,1,0,0
613,9,0,0,0,0,0,0,0,0,0,38,0,34,0,0,0
614,14,0,0,0,0,0,0,0,0,0,42,0,36,0,0,0
615,10,0,0,0,0,0,0,0,0,0,45,3,35,2,1,1
616,11,0,0,0,0,0,0,0,0,0,42,3,39,3,0,0
617,10,0,0,0,0,0,0,0,0,0,35,6,31,5,3,3
618,9,0,0,0,0,0,0,0,0,0,37,0,32,0,0,0
619,12,0,0,0,0,0,0,0,0,0,29,0,22,0,0,0
62,8,0,0,0,0,0,0,0,0,0,24,2,21,1,0,0
620,10,0,0,0,0,0,0,0,0,0,40,3,33,3,1,1
621,15,0,0,0,0,0,0,0,0,0,46,2,43,2,1,1
622,9,0,0,0,0,0,0,0,0,0,34,3,25,2,1,0
623,5,0,0,0,0,0,0,0,0,0,47,3,43,1,0,0
624,4,0,0,0,0,0,0,0,0,0,44,2,37,2,2,2
625,11,0,0,0,0,0,0,0,0,0,30,1,24,1,0,0
626,7,0,0,0,0,0,0,0,0,0,37,1,32,1,0,0
627,13,0,0,0,0,0,0,0,0,0,31,5,30,4,3,3
628,7,0,0,0,0,0,0,0,0,0,49,4,44,3,3,3
629,9,0,0,0,0,0,0,0,0,0,42,4,37,3,3,3
63,15,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0
630,5,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0
631,11,0,0,0,0,0,0,0,0,0,38,2,34,1,0,0
632,11,0,0,0,0,0,0,0,0,0,37,1,33,0,0,0
633,7,0,0,0,0,0,0,0,0,0,36,3,33,3,2,1
634,8,0,0,0,0,0,0,0,0,0,31,2,28,1,1,1
635,7,0,0,0,0,0,0,0,0,0,37,2,33,1,0,0
636,5,0,0,0,0,0,0,0,0,0,42,4,38,1,0,0
637,10,0,0,0,0,0,0,0,0,0,41,3,39,2,2,1
638,11,0,0,0,0,0,0,0,0,0,36,2,27,1,1,1
639,6,0,0,0,0,0,0,0,0,0,33,5,29,3,0,0
64,10,0,0,0,0,0,0,0,0,0,36,1,31,0,0,0
640,8,0,0,0,0,0,0,0,0,0,27,2,25,2,0,0
641,8,0,0,0,0,0,0,0,0,0,43,2,35,1,1,1
642,11,0,0,0,0,0,0,0,0,0,41,5,34,4,2,2
643,8,0,0,0,0,0,0,0,0,0,40,1,36,1,0,0
