,r1,r10,r2,r3,r4,r5,r6,r7,r8,r9,s1,s2,s3,s4,s5,s6
1355,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1356,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
1359,6,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0
136,13,0,0,0,0,0,0,0,0,0,45,2,35,2,0,0
1360,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1364,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1366,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
1367,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1368,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
137,4,0,0,0,0,0,0,0,0,0,36,1,28,0,0,0
1370,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1371,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1372,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1373,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1375,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0
1376,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1377,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1378,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
1379,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
138,9,0,0,0,0,0,0,0,0,0,40,2,37,2,1,1
1380,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1384,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1387,2,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0
1388,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
139,11,0,0,0,0,0,0,0,0,0,48,6,45,4,3,2
1390,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0
1391,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,4,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0
1395,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0
1396,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1397,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1398,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1399,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
14,12,0,0,0,0,0,0,0,0,0,20,4,17,4,2,2
140,10,0,0,0,0,0,0,0,0,0,22,0,15,0,0,0
1400,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1401,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1403,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1404,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1405,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0
1406,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0
1407,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1408,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
141,8,0,0,0,0,0,0,0,0,0,32,0,28,0,0,0
1410,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1411,6,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0
1412,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
1417,4,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0
1418,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1419,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
142,10,0,0,0,0,0,0,0,0,0,40,4,33,3,1,1
1420,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1421,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1422,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1423,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0
1424,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1426,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1427,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1428,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1429,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
143,4,0,0,0,0,0,0,0,0,0,44,1,41,1,1,0
1430,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1431,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1432,4,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0
1433,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1434,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1435,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1438,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1439,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
144,6,0,0,0,0,0,0,0,0,0,38,0,28,0,0,0
1440,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
1442,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1443,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1444,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1446,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
1448,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
145,10,0,0,0,0,0,0,0,0,0,38,4,32,3,1,0
1450,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1451,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1452,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1453,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0
1455,2,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0
1456,4,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0
1457,4,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0
1458,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
146,10,0,0,0,0,0,0,0,0,0,55,1,45,1,0,0
1460,2,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0
1461,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
1464,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1465,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
1466,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1468,6,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0
1469,2,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0
147,13,0,0,0,0,0,0,0,0,0,41,3,34,1,1,1
1470,4,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0
1471,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1472,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1473,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1474,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,4,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0
1476,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,4,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0
1478,8,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0
1479,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
148,3,0,0,0,0,0,0,0,0,0,33,3,30,3,2,2
1480,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1481,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1487,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1489,4,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0
149,6,0,0,0,0,0,0,0,0,0,39,8,37,7,5,4
1490,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1491,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1493,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1494,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0
1498,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1499,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
15,9,0,0,0,0,0,0,0,0,0,39,3,36,0,0,0
150,14,0,0,0,0,0,0,0,0,0,35,4,31,3,1,1
1500,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,2,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0
1502,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1505,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1507,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1508,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1509,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
151,11,0,0,0,0,0,0,0,0,0,35,3,31,3,0,0
1510,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1512,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0
1513,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1514,2,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0
1515,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0
1518,2,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0
1519,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
152,8,0,0,0,0,0,0,0,0,0,42,1,33,1,0,0
1520,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
1521,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,2,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0
1523,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1524,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1525,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1528,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1529,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
153,4,0,0,0,0,0,0,0,0,0,42,4,40,4,3,2
1530,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1534,4,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0
1535,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1536,2,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0
1537,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1538,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0
154,15,0,0,0,0,0,0,0,0,0,44,2,41,1,0,0
1540,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1542,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1543,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1544,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1545,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1546,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
155,8,0,0,0,0,0,0,0,0,0,41,0,37,0,0,0
1550,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1551,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0
1552,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1553,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1556,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1559,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
156,5,0,0,0,0,0,0,0,0,0,40,1,34,1,0,0
1560,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
1561,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1565,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
157,3,0,0,0,0,0,0,0,0,0,42,5,39,3,2,2
1570,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
1571,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1572,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1573,8,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0
1574,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0
1575,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1576,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,6,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0
1578,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
158,6,0,0,0,0,0,0,0,0,0,40,4,38,3,0,0
1580,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1581,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0
1583,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1585,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1586,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1588,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
159,8,0,0,0,0,0,0,0,0,0,31,1,29,1,0,0
1590,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
1591,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1592,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
1593,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1594,6,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
1595,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1598,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,0,0,0,0,0,0,0,0,0,35,0,34,0,0,0
160,10,0,0,0,0,0,0,0,0,0,42,1,40,1,1,1
1600,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0
1602,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1608,2,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0
1609,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
161,10,0,0,0,0,0,0,0,0,0,36,5,32,2,0,0
1610,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1613,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1614,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1616,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1618,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0
1619,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
162,13,0,0,0,0,0,0,0,0,0,26,2,24,2,2,1
1620,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1621,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
1622,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1623,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1626,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1627,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
1629,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
163,6,0,0,0,0,0,0,0,0,0,41,4,40,3,1,1
1630,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1631,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0
1633,2,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0
1634,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1636,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1637,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1638,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1639,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
164,9,0,0,0,0,0,0,0,0,0,35,4,32,3,2,2
1640,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1643,6,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0
1644,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1645,2,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0
1646,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
1649,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
165,10,0,0,0,0,0,0,0,0,0,52,6,43,5,3,3
1650,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0
1652,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1653,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1655,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1656,4,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0
1657,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
1659,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
166,6,0,0,0,0,0,0,0,0,0,38,1,31,1,1,0
1660,2,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0
1661,2,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0
1662,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1663,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1665,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1666,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0
1667,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
1668,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
1669,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
167,7,0,0,0,0,0,0,0,0,0,40,6,36,3,1,1
1670,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
1671,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1672,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,10,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
1674,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1675,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
1676,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
1677,8,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
1678,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
168,7,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0
1680,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1681,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1682,4,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0
1683,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
1684,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0
1687,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1688,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
1689,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
169,6,0,0,0,0,0,0,0,0,0,40,3,33,3,1,0
1690,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1691,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
1694,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1698,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1699,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
17,11,0,0,0,0,0,0,0,0,0,38,1,33,1,0,0
170,9,0,0,0,0,0,0,0,0,0,36,1,29,0,0,0
1700,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1703,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0
1704,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0
1706,2,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0
1707,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1709,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
171,9,0,0,0,0,0,0,0,0,0,42,2,39,1,1,1
1710,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,2,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0
1712,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1713,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
